*identická slova s různým slovním druhem
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	skrz	skrz
chybí hrana	soft	soft
chybí hrana	soft	soft
chybí hrana	stotisící	stotisící
chybí hrana	stotisící	stotisící
chybí hrana	stát	stát
chybí hrana	stát	stát
chybí hrana	super	super
chybí hrana	super	super
chybí hrana	svůj	svůj
chybí hrana	svůj	svůj
chybí hrana	tip	tip
chybí hrana	tip	tip
chybí hrana	tisící	tisící
chybí hrana	tisící	tisící
chybí hrana	tolik	tolik
chybí hrana	tolik	tolik
chybí hrana	trendy	trendy
chybí hrana	trendy	trendy
chybí hrana	trojí	trojí
chybí hrana	trojí	trojí
chybí hrana	ultra	ultra
chybí hrana	ultra	ultra
chybí hrana	unfér	unfér
chybí hrana	unfér	unfér
chybí hrana	unisono	unisono
chybí hrana	unisono	unisono
chybí hrana	uprostřed	uprostřed
chybí hrana	uprostřed	uprostřed
chybí hrana	vabank	vabank
chybí hrana	vabank	vabank
chybí hrana	vedle	vedle
chybí hrana	vedle	vedle
chybí hrana	velemoc	velemoc
chybí hrana	velemoc	velemoc
chybí hrana	veta	veta
chybí hrana	veta	veta
chybí hrana	vevnitř	vevnitř
chybí hrana	vevnitř	vevnitř
chybí hrana	večer	večer
chybí hrana	večer	večer
chybí hrana	vibrato	vibrato
chybí hrana	vibrato	vibrato
chybí hrana	virtuálno	virtuálno
chybí hrana	virtuálno	virtuálno
chybí hrana	vně	vně
chybí hrana	vně	vně
chybí hrana	vprostředku	vprostředku
chybí hrana	vprostředku	vprostředku
chybí hrana	vstříc	vstříc
chybí hrana	vstříc	vstříc
chybí hrana	vzdor	vzdor
chybí hrana	vzdor	vzdor
chybí hrana	výběrčí	výběrčí
chybí hrana	výběrčí	výběrčí
chybí hrana	včetně	včetně
chybí hrana	včetně	včetně
chybí hrana	zdravý	zdravý
chybí hrana	zdravý	zdravý
chybí hrana	zet	zet
chybí hrana	zet	zet
chybí hrana	zhloubi	zhloubi
chybí hrana	zhloubi	zhloubi
chybí hrana	zima	zima
chybí hrana	zima	zima
chybí hrana	zraz	zraz
chybí hrana	zraz	zraz
chybí hrana	zrz	zrz
chybí hrana	zrz	zrz
chybí hrana	zvát	zvát
chybí hrana	zvát	zvát
chybí hrana	černý	černý
chybí hrana	černý	černý
chybí hrana	čisto	čisto
chybí hrana	čisto	čisto
chybí hrana	čtverý	čtverý
chybí hrana	čtverý	čtverý
chybí hrana	šik	šik
chybí hrana	šik	šik
chybí hrana	štronzo	štronzo
chybí hrana	štronzo	štronzo
chybí hrana	žalářný	žalářný
chybí hrana	žalářný	žalářný
